category,pub_name,pub_link,author,launch_date,num_subs,sub_rate,top_paid
Technology,Promenade,https://madalena.substack.com/?utm_source=discover,Madalena Galamba,3 months ago,,,False
Technology,Hot Takes,https://adamsinger.substack.com/?utm_source=discover,Adam Singer,a year ago,,,False
Technology,MLOps Newsletter,https://mlops.substack.com/?utm_source=discover,Bugra Akyildiz,9 months ago,,,False
Technology,"Marketing, business and life",https://mariussescu.substack.com/?utm_source=discover,Marius Sescu,8 months ago,,,False
Technology,Yale Women and Gender Minorities in CS,https://yalewics.substack.com/?utm_source=discover,,a year ago,,,False
Technology,Alt Goes Mainstream,https://altgoesmainstream.substack.com/?utm_source=discover,Michael Sidgmore,5 months ago,,,False
Technology,engineered_mind.sh,https://jousef.substack.com/?utm_source=discover,Jousef Murad,7 months ago,,,False
Technology,Earlywork,https://earlywork.substack.com/?utm_source=discover,,a year ago,,,False
Technology,Lia Haberman’s Newsletter,https://liahaberman.substack.com/?utm_source=discover,,5 months ago,,,False
Technology,The Growth Catalyst Newsletter,https://www.growth-catalyst.in/?utm_source=discover,Deepak Singh,a year ago,,,False
Technology,Curated Commons,https://subbu.substack.com/?utm_source=discover,Subrahmanyam KVJ,a year ago,,,False
Technology,FILAS Y COLUMNAS,https://filasycolumnas.substack.com/?utm_source=discover,Jesús Escudero,4 months ago,,,False
Technology,Complexity Condensed,https://www.complexitycondensed.com/?utm_source=discover,Louis Pereira,7 months ago,,,False
Technology,Altdeep.ai Newsletter,https://altdeep.substack.com/?utm_source=discover,Robert Osazuwa Ness,3 years ago,,,False
Technology,Plan Your Next,https://planyournext.com/?utm_source=discover,Nate Kadlac,3 years ago,,,False
Technology,Wiser! - Tech Economy Newsletter,https://rickhuckstep.substack.com/?utm_source=discover,Rick Huckstep,4 months ago,,,False
Technology,Marcel’s FinTech Newsletter,https://marcelvanoost.substack.com/?utm_source=discover,Marcel van Oost,4 months ago,,,False
Technology,This Might Resonate by Emily Bazalgette,https://thismightresonate.substack.com/?utm_source=discover,,4 months ago,,,False
Technology,Media X,https://mediax.substack.com/?utm_source=discover,Gediminas Galkauskas,6 months ago,,,False
Technology,The Fintech Update,https://thefintechupdate.substack.com/?utm_source=discover,,10 months ago,,,False
Technology,Tanzania Tech Newsletter,https://tanzaniatech.substack.com/?utm_source=discover,,2 years ago,,,False
Technology,The Good Jobs Report,https://www.goodjobs.report/?utm_source=discover,Loren Morris,a year ago,,,False
Technology,Magic,https://magiclabs.substack.com/?utm_source=discover,,a year ago,,,False
Technology,Slayback to the Future,https://zakslayback.substack.com/?utm_source=discover,Zak Slayback,2 years ago,,,False
Technology,In Old News,https://inoldnews.substack.com/?utm_source=discover,Editor@InOld.News,a year ago,,,False
Technology,Abhas Jha's Newsletter,https://abhaskjha.substack.com/?utm_source=discover,Abhas K. Jha,10 months ago,,,False
Technology,#ANGELS,https://hashtagangels.substack.com/?utm_source=discover,,3 months ago,,,False
Technology,The Century of Biology,https://centuryofbio.substack.com/?utm_source=discover,Elliot Hershberg,2 months ago,,,False
Technology,Futuro Lento,https://futurolento.substack.com/?utm_source=discover,Edoardo Maggio,6 months ago,,,False
Technology,The Community Fund,https://thecommunityvc.substack.com/?utm_source=discover,@lolitataub,2 months ago,,,False
Technology,"Milk, No Sugar",https://milknosugar.substack.com/?utm_source=discover,luis ouriach,7 months ago,,,False
Technology,Ububele’s Newsletter,https://ububele.substack.com/?utm_source=discover,,a year ago,,,False
Technology,Shippingtmrw’s Newsletter,https://shippingtmrw.substack.com/?utm_source=discover,Shipping Tomorrow,5 months ago,,,False
Technology,In the Loop➰,https://northloop.substack.com/?utm_source=discover,,13 days ago,,,False
Technology,Drawing Capital Research,https://drawingcapital.substack.com/?utm_source=discover,Drawing Capital Group LLC,9 months ago,,,False
Technology,Scientific Research on Technology & Artificial Intelligence,https://migueltomas.substack.com/?utm_source=discover,Miguel Tomás,6 months ago,,,False
Technology,The Contrarian Mindset,https://contrarianmindset.substack.com/?utm_source=discover,Doug Clinton,4 months ago,,,False
Technology,Mercurial Space,https://mercurial.substack.com/?utm_source=discover,Kairon,a year ago,,,False
Technology,Sports-Tech Biz,https://sportstechbiz.substack.com/?utm_source=discover,Ronen Ainbinder,a year ago,,,False
Technology,newsTLDR.io,https://newstldr.substack.com/?utm_source=discover,Shopify News,8 months ago,,,False
Technology,Venture Notes.,https://upcomingvc.substack.com/?utm_source=discover,UPCOMINGVC®,a year ago,,,False
Technology,Imagine - Talent w/o Borders,https://joinimagine.substack.com/?utm_source=discover,,10 months ago,,,False
Technology,PM Tech Lessons,https://pmtechlessons.substack.com/?utm_source=discover,David Cai,10 months ago,,,False
Technology,Effluvia,https://goddisk.substack.com/?utm_source=discover,God Disk,7 months ago,,,False
Technology,Stedman Summaries,https://stedmansummaries.substack.com/?utm_source=discover,Jacob Stedman,5 months ago,,,False
Technology,Silicon Valley Outsider,https://svoutsider.substack.com/?utm_source=discover,Christian Keil,2 years ago,,,False
Technology,Tips pour ton MVP avec Bubble,https://coachmvp.substack.com/?utm_source=discover,Coach MVP,7 months ago,,,False
Technology,The Issue,https://thelawyercraig.substack.com/?utm_source=discover,Craig,6 months ago,,,False
Technology,The QuantumScape Times,https://qstimes.substack.com/?utm_source=discover,Ben Feddersen,5 months ago,,,False
Technology,Modern Makers,https://modernmakers.substack.com/?utm_source=discover,Martin,a year ago,,,False
Technology,Breaking the Stagnation,https://marksaroufim.substack.com/?utm_source=discover,Mark Saroufim,a year ago,,,False
Technology,US Tech Insider,https://techinsider.substack.com/?utm_source=discover,Robbie Bouschery,8 months ago,,,False
Technology,Workforce Futurist by Andy Spence,https://workforcefuturist.substack.com/?utm_source=discover,Andrew Spence,a year ago,,,False
Technology,The History Club,https://jasonsteinhauer.substack.com/?utm_source=discover,Jason Steinhauer,4 months ago,,,False
Technology,PivotAssets,https://pivotassets.substack.com/?utm_source=discover,Stessa Cohen,a year ago,,,False
Technology,Up in Smoke,https://upinsmoke.substack.com/?utm_source=discover,Datrianna,a year ago,,,False
Technology,Taking Stock,https://laurachau.substack.com/?utm_source=discover,Laura Chau,10 months ago,,,False
Technology,Fakepixels,https://fakepixels.substack.com/?utm_source=discover,Tina He,2 years ago,,,False
Technology,Selected Wisdom,https://clintwatts.substack.com/?utm_source=discover,Clint Watts,3 months ago,,,False
Technology,Inverted Passion Community Newsletter,https://invertedpassion.substack.com/?utm_source=discover,Paras Chopra,5 months ago,,,False
Technology,The Odin Times,https://odin.substack.com/?utm_source=discover,Odin,10 months ago,,,False
Technology,Gokhshtein Media,https://gokhshteinmedia.substack.com/?utm_source=discover,,4 months ago,,,False
Technology,科技濃湯電子報,https://techsouptw.substack.com/?utm_source=discover,,a month ago,,,False
Technology,Afternoon Audit,https://afternoonaudit.substack.com/?utm_source=discover,,5 months ago,,,False
Technology,The Weekly Distillation,https://theweeklydistillation.substack.com/?utm_source=discover,Duncan McFadzean,a year ago,,,False
Technology,Graph Machine Learning,https://graphml.substack.com/?utm_source=discover,Sergey Ivanov,5 months ago,,,False
Technology,UXMMERSIVE,https://uxmmersive.substack.com/?utm_source=discover,,a year ago,,,False
Technology,On The Mind,https://onthemind.substack.com/?utm_source=discover,Daniel Tarockoff,8 months ago,,,False
Technology,Data Awesome,https://dataawesome.substack.com/?utm_source=discover,Jeff Hale,3 months ago,,,False
Technology,The Seed,https://theseednewsletter.substack.com/?utm_source=discover,,3 months ago,,,False
Technology,The Educationalist,https://educationalist.substack.com/?utm_source=discover,Alexandra Mihai,a year ago,,,False
Technology,Along for the Ride,https://alongfortheride.substack.com/?utm_source=discover,Sarah Barnes,4 months ago,,,False
Technology,State of Awe,https://stateofawe.substack.com/?utm_source=discover,Jordan Kallman,a year ago,,,False
Technology,Buck on Software,https://buckonsoftware.substack.com/?utm_source=discover,,2 months ago,,,False
Technology,HER: She Loves Data,https://hersld.substack.com/?utm_source=discover,,10 months ago,,,False
Technology,Views by Pol Fañanás & Gerard Garcia,https://views.substack.com/?utm_source=discover,Pol Fañanás,9 months ago,,,False
Technology,Little Things,https://koseli.substack.com/?utm_source=discover,Koseli Cummings,8 months ago,,,False
Technology,Common Discourse,https://commondiscourse.substack.com/?utm_source=discover,Alex Tan,a year ago,,,False
Technology,Eis a Newsletter,https://diegoeis.substack.com/?utm_source=discover,Diego Eis,a year ago,,,False
Technology,Fabian’s Newsletter,https://fabianfranzen.substack.com/?utm_source=discover,Fabian Franzen,a year ago,,,False
Technology,Farza's Newsletter,https://farza.substack.com/?utm_source=discover,,2 years ago,,,False
Technology,I can't stop thinking about VAR,https://daisychristodoulou.substack.com/?utm_source=discover,Daisy Christodoulou,2 months ago,,,False
Technology,Brian @ Jane,https://brianatjane.substack.com/?utm_source=discover,Brian Geddes,5 months ago,,,False
Technology,Fintech Leaders,https://fintechleaders.substack.com/?utm_source=discover,Miguel Armaza,8 months ago,,,False
Technology,Neo News,https://neo.substack.com/?utm_source=discover,Jenny Wang,a year ago,,,False
Technology,Adamant Ventures,https://adamantventures.substack.com/?utm_source=discover,Jason Yeh,a year ago,,,False
Technology,Whose Streets? Our Streets! (Tech Edition),https://whosestreets.substack.com/?utm_source=discover,Rebecca Williams,6 months ago,,,False
Technology,Asean Tech Digest,https://vtennero.substack.com/?utm_source=discover,Victor Tenneroni,a year ago,,,False
Technology,Sleepwell's Bedtime Story,https://sleepwell.substack.com/?utm_source=discover,,2 months ago,,,False
Technology,Building Rome(s),https://buildingromes.substack.com/?utm_source=discover,Aadil Maan,a year ago,,,False
Technology,Funding Room,https://fundingroom.substack.com/?utm_source=discover,,5 months ago,,,False
Technology,Heroa,https://heroa.substack.com/?utm_source=discover,,8 months ago,,,False
Technology,IPHawk,https://iphawk.substack.com/?utm_source=discover,David Hoff,6 months ago,,,False
Technology,The Deleted Scenes,https://thedeletedscenes.substack.com/?utm_source=discover,Addison Del Mastro,a month ago,,,False
Technology,The Cipher,https://cipher.substack.com/?utm_source=discover,Joel John,2 years ago,,,False
Technology,Monday Morning Meeting,https://mondaymorning.substack.com/?utm_source=discover,Jeff Becker,4 months ago,,,False
Technology,Beat the odds,https://beattheodds.substack.com/?utm_source=discover,Laodis,a year ago,,,False
Technology,The Product Mentors,https://productmentors.substack.com/?utm_source=discover,,4 months ago,,,False
Technology,FontDiscovery,https://fonts.substack.com/?utm_source=discover,Hua Shu,5 months ago,,,False
Technology,PM News,https://pmnews.substack.com/?utm_source=discover,Anthony Diké,a year ago,,,False
Technology,The Big Y,https://yina.substack.com/?utm_source=discover,Yina Moe-Lange,a year ago,,,False
Technology,Great Reads By John Biggs,https://johnbiggs.substack.com/?utm_source=discover,Cabal Partners LLC,3 years ago,,,False
Technology,Cornerstone's Newsletter,https://csvp.substack.com/?utm_source=discover,Cornerstone Venture Partners,2 years ago,,,False
Technology,Ground Condition,https://kelseykeith.substack.com/?utm_source=discover,Kelsey Keith,a year ago,,,False
Technology,Mind Without Boundary,https://davidalade.substack.com/?utm_source=discover,David Alade,a year ago,,,False
Technology,Feed Me,https://emilysundberg.substack.com/?utm_source=discover,Emily,a year ago,,,False
Technology,FinTech Law TL;DR,https://fintechtldr.substack.com/?utm_source=discover,FinTech TL;DR,6 months ago,,,False
Technology,@adlrocha Weekly Newsletter,https://adlrocha.substack.com/?utm_source=discover,Alfonso de la Rocha,2 years ago,,,False
Technology,Startup Riders 🦄,https://www.startupriders.io/?utm_source=discover,Ivan,10 months ago,,,False
Technology,Aika’s Newsletter,https://aika.substack.com/?utm_source=discover,Aika Ussenova,6 months ago,,,False
Technology,MAJR Newsletter,https://majr.substack.com/?utm_source=discover,Matt Verklin,10 months ago,,,False
Technology,Video Chat Magic,https://videochatmagic.substack.com/?utm_source=discover,,a year ago,,,False
Technology,An Engineering Self-Study,https://surjan.substack.com/?utm_source=discover,Surjan Singh,a year ago,,,False
Technology,Friday Fun Reading,https://sixlinks.substack.com/?utm_source=discover,Sai Sundar,6 months ago,,,False
Technology,Cultivating Resilience,https://jasonshen.substack.com/?utm_source=discover,Jason Shen,a year ago,,,False
Technology,Ryan’s Second Brain,https://ryanocm.substack.com/?utm_source=discover,Ryan Ong 🎮,5 months ago,,,False
Technology,Product Thinking,https://www.productthinking.cc/?utm_source=discover,Kyle Evans,9 months ago,,,False
Technology,Law of VC,https://lawofvc.substack.com/?utm_source=discover,Chris Harvey,a year ago,,,False
Technology,Truffle Season de Janira Planes,https://truffleseason.substack.com/?utm_source=discover,,9 months ago,,,False
Technology,Algo Fin,https://algofin.substack.com/?utm_source=discover,Dhruva Krishna,4 months ago,,,False
Technology,Sh*ft Happens,https://shiftfestival.substack.com/?utm_source=discover,Gabriel Nunes,9 months ago,,,False
Technology,こーべ通信,https://cobe.substack.com/?utm_source=discover,Tanaka Nozomi,5 months ago,,,False
Technology,Product Mindset's Newsletter,https://productmindset.substack.com/?utm_source=discover,Pavan Matcha,10 months ago,,,False
Technology,The Refractor,https://refractor.substack.com/?utm_source=discover,Robert,2 years ago,,,False
Technology,Antonico,https://antonico.substack.com/?utm_source=discover,Federico Antoni,7 months ago,,,False
Technology,The Data Science Education Community Newsletter,https://datascienceeducation.substack.com/?utm_source=discover,Data Science Education Program,a year ago,,,False
Technology,The Offbeat View,https://jayyoms.substack.com/?utm_source=discover,Yommy,10 months ago,,,False
Technology,Product Lost by @hipcityreg,https://hipcityreg.substack.com/?utm_source=discover,Reggie James,2 years ago,,,False
Technology,The Valley of Dunning-Kruger,https://randle.substack.com/?utm_source=discover,Everett Randle,a year ago,,,False
Technology,Alice Camera Blog,https://alicecamera.substack.com/?utm_source=discover,Photogram Ltd,a year ago,,,False
Technology,T4SG Newsletters,https://techforsocialgoodumich.substack.com/?utm_source=discover,,5 months ago,,,False
Technology,Joerg’s Newsletter,https://joerg.substack.com/?utm_source=discover,Joerg Rheinboldt,a year ago,,,False
Technology,Android Weekly Update,https://update.substack.com/?utm_source=discover,黎明前线Alan,7 months ago,,,False
Technology,Frontier Fintech Newsletter,https://frontierfintech.substack.com/?utm_source=discover,Samora Kariuki,4 months ago,,,False
Technology,Tech Talk - The Technology Newsletter for Everyone,https://techtalk.substack.com/?utm_source=discover,David Koff,2 years ago,,,False
Technology,The Long-termist's Field Guide,https://longtermist.substack.com/?utm_source=discover,Richard Fisher,8 months ago,,,False
Technology,📱La Newsletter de Greg,https://gregtaieb.substack.com/?utm_source=discover,Greg Taieb,a year ago,,,False
Technology,Techsurance,https://romchamp.substack.com/?utm_source=discover,Romain Champetier,2 months ago,,,False
Technology,Nomad Hacker by Anthony Avedissian,https://nomadhacker.substack.com/?utm_source=discover,,4 months ago,,,False
Technology,The Daily Ten,https://dailyten.substack.com/?utm_source=discover,Steve Nson,4 months ago,,,False
Technology,Speaking Moylanguage,https://tommoylan.substack.com/?utm_source=discover,Tom Moylan,6 months ago,,,False
Technology,Playing For Doubles,https://playingfordoubles.substack.com/?utm_source=discover,Ahmad Jivraj,2 years ago,,,False
Technology,The KashBox,https://kashbox.substack.com/?utm_source=discover,Mark Kashman,4 months ago,,,False
Technology,Bread & Butter,https://fiveseasonsventures.substack.com/?utm_source=discover,Five Seasons Ventures,4 months ago,,,False
Technology,In Case It Missed You,https://icimy.substack.com/?utm_source=discover,Rick Turoczy,8 months ago,,,False
Technology,"hi, tech.",https://hitech.substack.com/?utm_source=discover,Clark Boyd,2 years ago,,,False
Technology,Overlooked Ventures,https://janine.substack.com/?utm_source=discover,Janine Sickmeyer,a year ago,,,False
Technology,Space Impact,https://blog.jatan.space/?utm_source=discover,Jatan Mehta,4 months ago,,,False
Technology,結城浩のメール日記,https://diary.hyuki.net/?utm_source=discover,Hiroshi Yuki.,9 months ago,,,False
Technology,Circle Three,https://circlethree.substack.com/?utm_source=discover,Dan McGlinn,6 months ago,,,False
Technology,Cloud Irregular,https://cloudirregular.substack.com/?utm_source=discover,Forrest Brazeal,2 years ago,,,False
Technology,CKB Weekly,https://ckbweekly.substack.com/?utm_source=discover,Lina,a year ago,,,False
Technology,E is for Eskwelabs,https://eskwelabs.substack.com/?utm_source=discover,Francine Tan,a year ago,,,False
Technology,Future Design Podcast Newsletter,https://fdpod.substack.com/?utm_source=discover,Takatoshi Shibayama,8 months ago,,,False
Technology,CODAME,https://codame.substack.com/?utm_source=discover,ART+TECH,a year ago,,,False
Technology,Dissecting DeFi Protocols,https://0xkowloon.substack.com/?utm_source=discover,0xkowloon,4 months ago,,,False
Technology,Software at Scale,https://www.softwareatscale.dev/?utm_source=discover,Utsav Shah,a year ago,,,False
Technology,Dicas da Semana por Danilo Picucci,https://dicasdasemana.substack.com/?utm_source=discover,,9 months ago,,,False
Technology,"Lukasz Olejnik on Cyber, Privacy and Tech Policy Critique",https://techletters.substack.com/?utm_source=discover,,7 months ago,,,False
Technology,Zeda.io’s Newsletter,https://zeda.blog/?utm_source=discover,Prashant,7 months ago,,,False
Technology,Aashay's Newsletter,https://aashay.substack.com/?utm_source=discover,Aashay Sanghvi,2 years ago,,,False
Technology,Pass It On by Lauren Crichton,https://passiton.substack.com/?utm_source=discover,,6 months ago,,,False
Technology,Syndicate Protocol,https://syndicateprotocol.substack.com/?utm_source=discover,Syndicate Inc.,2 months ago,,,False
Technology,WTF is a COO?,https://wtfisacoo.substack.com/?utm_source=discover,Yaniv Bernstein,9 months ago,,,False
Technology,FinTechtris Weekly,https://fintechtris.substack.com/?utm_source=discover,,a year ago,,,False
Technology,The Conditions,https://theconditions.substack.com/?utm_source=discover,Joshua Leigh,9 months ago,,,False
Technology,moura nius?,https://maiconsmoura.substack.com/?utm_source=discover,maiconsmoura,4 months ago,,,False
Technology,Lauren Chan Lee's Newsletter,https://laurenchanlee.substack.com/?utm_source=discover,,a year ago,,,False
Technology,Aarati’s Thought forms,https://aarati.substack.com/?utm_source=discover,Aarati Akkapeddi,4 months ago,,,False
Technology,URGE: Paradigm Shifters,https://urge.substack.com/?utm_source=discover,URGE Collective,8 months ago,,,False
Technology,Second Opinion,https://ovsecondopinion.substack.com/?utm_source=discover,Christina Farr,6 months ago,,,False
Technology,Uncommunity,https://uncommunity.substack.com/?utm_source=discover,,9 months ago,,,False
Technology,The Curtain,https://guscuddy.substack.com/?utm_source=discover,Gus Cuddy,3 years ago,,,False
Technology,SEA Startups,https://zishuang.substack.com/?utm_source=discover,Cheng Zishuang,3 months ago,,,False
Technology,Build With Users,https://www.buildwithusers.com/?utm_source=discover,,8 months ago,,,False
Technology,Learning by Proxy by Vivek Srinivasan,https://blog.viveksrinivasan.com/?utm_source=discover,,2 years ago,,,False
Technology,Waveguide Next,https://next.waveguide.io/?utm_source=discover,JJ. Ramirez,a year ago,,,False
Technology,Hold the code,https://raiso.substack.com/?utm_source=discover,RAISO,4 months ago,,,False
Technology,LOVER,https://lover.substack.com/?utm_source=discover,,5 months ago,,,False
Technology,Le cabestan,https://cabestan.substack.com/?utm_source=discover,Stan Verjus,4 months ago,,,False
Technology,Data Is The New Oil,https://dataisthenewoil.substack.com/?utm_source=discover,Olivier Lejeune,4 months ago,,,False
Technology,Fergus’s Blog,https://fergusm.substack.com/?utm_source=discover,Fergus McCullough,3 months ago,,,False
Business,Not Boring by Packy McCormick,https://www.notboring.co/?utm_source=discover,,2 years ago,,,False
Business,Huddle Up,https://huddleup.substack.com/?utm_source=discover,Joseph Pompliano,2 years ago,,,False
Business,The Daily Coach,https://thedailycoach.substack.com/?utm_source=discover,,2 years ago,,,False
Business,The Marshall Goldsmith Newsletter,https://marshallgoldsmith.substack.com/?utm_source=discover,Marshall Goldsmith,3 months ago,,,False
Business,The Kale Letter,https://thekaleletter.substack.com/?utm_source=discover,Kale Abrahamson,8 months ago,,,False
Business,Alex Danco's Newsletter,https://danco.substack.com/?utm_source=discover,,2 years ago,,,False
Business,Pepi Feed,https://mspepi.substack.com/?utm_source=discover,,8 months ago,,,False
Business,Link in Bio,https://milkkarten.substack.com/?utm_source=discover,Rachel Karten,5 months ago,,,False
Business,Marketing BS with Edward Nevraumont,https://marketingbs.substack.com/?utm_source=discover,,2 years ago,,,False
Business,Strands of Genius,https://geniussteals.substack.com/?utm_source=discover,Rosie Yakob,3 years ago,,,False
Business,Ariyh,https://tips.ariyh.com/?utm_source=discover,Thomas McKinlay,9 months ago,,,False
Business,The 21 Hats Morning Report,https://21hats.substack.com/?utm_source=discover,Loren Feldman,6 months ago,,,False
Business,De Padma,https://depadma.substack.com/?utm_source=discover,De' Padma,6 months ago,,,False
Business,LANCE,https://www.lance.media/?utm_source=discover,Anna Codrea-Rado,2 years ago,,,False
Business,The Rebooting,https://therebooting.substack.com/?utm_source=discover,Brian Morrissey,8 months ago,,,False
Business,The Heretic,https://heretic.substack.com/?utm_source=discover,Pascal Finette (The Heretic),2 years ago,,,False
Business,ROI Overload,https://newsletter.roioverload.com/?utm_source=discover,Scott D. Clary,7 months ago,,,False
Business,The Bamboo Splinter,https://bamboo.substack.com/?utm_source=discover,Bamboo,a year ago,,,False
Business,Dans la tête d'un Philopreneur,https://jeancharleskurdali.substack.com/?utm_source=discover,Jean-Charles Kurdali,a year ago,,,False
Business,Spacecult 🛸,https://raad.substack.com/?utm_source=discover,Raad ⚔,a year ago,,,False
Business,Empreendedorismo Digital e Marketing na Saúde,https://fredsonserejo.substack.com/?utm_source=discover,Fredson Serejo,8 months ago,,,False
Business,I Am Jeff,https://iamjeff.substack.com/?utm_source=discover,Jeff Matlow,2 months ago,,,False
Business,Timeless & Timely,https://www.timelesstimely.com/?utm_source=discover,Scott Monty,a year ago,,,False
Business,New Things Under the Sun,https://mattsclancy.substack.com/?utm_source=discover,Matt Clancy,a year ago,,,False
Business,"So, What's the Big News ?",https://shailendrabisht.substack.com/?utm_source=discover,Shailendra Singh Bisht,a year ago,,,False
Business,Weekly Briefing,https://weeklybriefing.substack.com/?utm_source=discover,Darja Gutnick,4 months ago,,,False
Business,Travel Tech Essentialist,https://traveltechessentialist.substack.com/?utm_source=discover,Mauricio Prieto,a year ago,,,False
Business,15marches,https://15marches.substack.com/?utm_source=discover,,a year ago,,,False
Business,Salmon Theory,https://robistyping.substack.com/?utm_source=discover,Rob Estreitinho,2 years ago,,,False
Business,HP Feed,https://hariputra.substack.com/?utm_source=discover,,2 months ago,,,False
Business,Massimo D'Amico GRUPPO FREEPERCLICK,https://massimodamico.substack.com/?utm_source=discover,Massimo DAmico,7 months ago,,,False
Business,Better Human by Colin Stuckert,https://betterhumans.substack.com/?utm_source=discover,,8 months ago,,,False
Business,In Bed With Tech,https://mariedolle.substack.com/?utm_source=discover,Marie Dollé,a year ago,,,False
Business,Your Own Commander-In-Chief,https://commanderinchief.substack.com/?utm_source=discover,Yuri Kruman,8 months ago,,,False
Business,The Farmspot Newsletter,https://incerto.substack.com/?utm_source=discover,Jeddi Mees,a year ago,,,False
Business,Citronium,https://ericdupin.substack.com/?utm_source=discover,Eric Dupin,a year ago,,,False
Business,Money Folder by Chris Force,https://chrisforce.substack.com/?utm_source=discover,,4 months ago,,,False
Business,What The Luxe,https://whattheluxe.substack.com/?utm_source=discover,David Klingbeil,7 months ago,,,False
Business,Four PM,https://www.fourpm.co/?utm_source=discover,,8 months ago,,,False
Business,Æque Principaliter,https://arnaudcluzel.substack.com/?utm_source=discover,Arnaud Cluzel,8 months ago,,,False
Business,Mental Models,https://models.substack.com/?utm_source=discover,Shiva Prabhakaran,a year ago,,,False
Business,For The Love,https://ajasinger.substack.com/?utm_source=discover,Aja Singer,a year ago,,,False
Business,The Redneck Intellectual by C. Bradley Thompson,https://cbradleythompson.substack.com/?utm_source=discover,,7 months ago,,,False
Business,[Inside] Jobs,https://bryanzaslow.substack.com/?utm_source=discover,Bryan Zaslow,2 months ago,,,False
Business,A Few Things....,https://afewthings.substack.com/?utm_source=discover,Ego Is The Enemy,2 years ago,,,False
Business,Consumer Startups,https://consumerstartups.substack.com/?utm_source=discover,Leo Luo,a year ago,,,False
Business,DailyMax,https://dailymax.substack.com/?utm_source=discover,Maxime Barbier,a year ago,,,False
Business,MOTHERLAND Blog,https://blog.motherland.earth/?utm_source=discover,Thomas Schindler,2 months ago,,,False
Business,Kevan Lee,https://kevanlee.substack.com/?utm_source=discover,kevan,3 years ago,,,False
Business,David Marsh's Newsletter,https://davidmarsh.substack.com/?utm_source=discover,,2 months ago,,,False
Business,Economic Forces,https://pricetheory.substack.com/?utm_source=discover,,9 months ago,,,False
Business,Shekhar’s Approaches for Innovation and Change.,https://shekharb.substack.com/?utm_source=discover,shekhar,3 months ago,,,False
Business,Unofficial Partner,https://unofficialpartner.substack.com/?utm_source=discover,,a year ago,,,False
Business,Weekly 5 Minute Strategic Mindset,https://workwellconsulting.substack.com/?utm_source=discover,Andrew Hollo,6 months ago,,,False
Business,Illuminate Me,https://amyblaschka.substack.com/?utm_source=discover,Amy Blaschka,6 months ago,,,False
Business,Cruising Altitude,https://cruisingaltitude.substack.com/?utm_source=discover,Alan Soclof,6 months ago,,,False
Business,Zoe's Build & Launch,https://whizzoe.substack.com/?utm_source=discover,Zoe Chew,2 years ago,,,False
Business,L’Incubateur HEC Paris,https://incubateurhec.substack.com/?utm_source=discover,,10 months ago,,,False
Business,Jenalicious,https://jenalicious.substack.com/?utm_source=discover,,a year ago,,,False
Business,BRANDED,https://branded.checkmyads.org/?utm_source=discover,,a year ago,,,False
Business,thebuildersclub,https://thebuildersclub.substack.com/?utm_source=discover,The Builders Club,6 months ago,,,False
Business,Read by Example,https://readbyexample.substack.com/?utm_source=discover,Matt Renwick,3 years ago,,,False
Business,DEVBIZOPS,https://devbizops.substack.com/?utm_source=discover,devbizops,a year ago,,,False
Business,The Premoney List,https://premoney.substack.com/?utm_source=discover,Jake Schonberger,9 months ago,,,False
Business,The B2B Bite,https://b2bbite.substack.com/?utm_source=discover,Jason Bradwell 👋,a year ago,,,False
Business,Afterlife Labs,https://afterlifelabs.substack.com/?utm_source=discover,Wassim Bendella,a year ago,,,False
Business,Creative Samba,https://creativesamba.substack.com/?utm_source=discover,Miguel Ferreira,a year ago,,,False
Business,Filter Coffee,https://mrprasanna.substack.com/?utm_source=discover,M R Prasanna,a year ago,,,False
Business,The Party Scientist's Lab,https://thepartyscientist.substack.com/?utm_source=discover,Jacques The Party Scientist 🥼,5 months ago,,,False
Business,Rational Research,https://rationalresearch.substack.com/?utm_source=discover,,a year ago,,,False
Business,The PARQOR Substack,https://parqor.substack.com/?utm_source=discover,Andrew Rosen PARQOR,8 months ago,,,False
Business,Remotely Inclined,https://remotelyinclined.substack.com/?utm_source=discover,Stefan Palios,a year ago,,,False
Business,Hello Remote,https://helloremote.substack.com/?utm_source=discover,Carlos,5 months ago,,,False
Business,Weak signals and other trends,https://competia.substack.com/?utm_source=discover,Estelle Metayer @competia,4 months ago,,,False
Business,Jim Martin's Encouragement Note,https://jimmartin.substack.com/?utm_source=discover,,a year ago,,,False
Business,Nate is Learning,https://nateislearning.substack.com/?utm_source=discover,Nate Guggia,a year ago,,,False
Business,F大叔的硬派行銷塾,https://hardcopy.cafe/?utm_source=discover,,7 months ago,,,False
Business,HeyReprotech,https://www.heyreprotech.com/?utm_source=discover,,3 years ago,,,False
Business,Chit Chat Money,https://chitchatmoney.substack.com/?utm_source=discover,,2 years ago,,,False
Business,BravoPME,https://bravopme.substack.com/?utm_source=discover,Marie-Lou,a year ago,,,False
Business,Elevate the Conversation,https://wsjelevate.substack.com/?utm_source=discover,WSJ Elevate,a year ago,,,False
Business,Incubate-me’s Newsletter,https://incubateme.substack.com/?utm_source=discover,,8 months ago,,,False
Business,Un pas dans l'inconnu,https://ctravier.substack.com/?utm_source=discover,Christian Travier,a year ago,,,False
Business,The Saturday,https://thesaturday.substack.com/?utm_source=discover,Anthony Depatie,8 months ago,,,False
Business,Market Mix Newsletter,https://marketmix.substack.com/?utm_source=discover,Brad Michelson,4 months ago,,,False
